5	2	0.0
10	2	1011.2466944
15	2	3773.1958784000003
20	2	1584.6080512
25	2	2968.7283712
30	2	4750.8881408
35	2	4594.4406016
40	2	4682.5209856
45	2	4461.9005952
50	2	4778.5705472
55	2	6631.194624
60	2	3291.6897792
65	2	3090.3631871999996
70	2	4495.4550272
75	2	4690.4901632
80	2	4402.7609088
85	2	4225.3418495999995
90	2	4194.304
95	2	4219.469824
100	2	190.4214016
105	2	3059.3253376
110	2	981.467136
115	2	1652.555776
120	2	4159.4912768
125	2	5616.5924864
130	2	4529.84832
135	2	3380.609024
140	2	4184.2376704
145	2	279.34064639999997
150	2	5080.5604352
155	2	4548.722688
160	2	4586.471424
165	2	2475.8976512
170	2	4176.6879232
175	2	4210.2423552
180	2	4288.2564096
185	2	4131.38944
190	2	4243.377356800001
195	2	2741.3970944000002
200	2	2125.6732672
205	2	4555.4335744
210	2	5713.4809088
215	2	185.8076672
220	2	291.504128
225	2	319.18653439999997
230	2	385.45653760000005
235	2	55.364812799999996
240	2	151.83380480000002
245	2	141.76747519999998
250	2	214.74836480000002
255	2	293.60128
260	2	97.30785279999999
265	2	161.9001344
270	2	115.7627904
275	2	237.3976064
280	2	208.8763392
285	2	601.882624
290	2	750.3609856
295	2	385.0371072
300	2	569.5864832000001
305	2	937.8463744
310	2	1728.8921088
315	2	931.135488
320	2	1733.9252735999999
325	2	1374.8928512
330	2	211.812352
335	2	348.5466624
340	2	203.0043136
345	2	60.397977600000004
350	2	29.360128
355	2	116.6016512
360	2	101.5021568
365	2	124.1513984
370	2	58.720256
375	2	57.0425344
380	2	156.4475392
385	2	734.4226304
390	2	190.4214016
395	2	166.0944384
400	2	103.1798784
405	2	271.7908992
410	2	373.293056
415	2	1094.713344
420	2	730.6477567999999
425	2	169.4498816
430	2	261.7245696
435	2	216.4260864
